latitude,longitude,bright_ti4,bright_ti5,thermal_difference,frp,frp_log,confidence_score,hour,day_of_week,day_of_year,detection_count,days_detected,avg_frp,max_frp,persistence,ml_prediction,anomaly_score,ml_anomaly,ml_status,nearby_detections_5km,nearby_recurring_5km,nearby_persistent_5km,nearby_avg_frp,local_activity,target
8.86698,78.1198,308.69,296.2,12.490000000000007,0.48,0.3920420877760237,0.66,20,0,243,1,1,0.48,0.48,Transient,1,0.5152181927997275,False,Normal Thermal Pattern,5,0,0,9.252,High Local Thermal Density,Agricultural Burning
9.06696,77.89515,314.44,295.57,18.870000000000005,0.92,0.6523251860396903,0.66,20,0,243,1,1,0.92,0.92,Transient,1,0.480266812200762,False,Normal Thermal Pattern,1,0,0,5.09,Isolated Thermal Activity,Agricultural Burning
10.26561,78.37807,308.2,294.61,13.589999999999977,1.49,0.9122827104766162,0.66,20,0,243,1,1,1.49,1.49,Transient,1,0.4659980240426243,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
10.41422,77.11642,320.12,290.43,29.69,2.48,1.247032293786383,0.66,20,0,243,1,1,2.48,2.48,Transient,1,0.4492861751381047,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
11.08219,78.75288,315.78,292.3,23.47999999999996,1.2,0.7884573603642702,0.66,20,0,243,2,1,1.115,1.2,Transient,1,0.4691017973109416,False,Normal Thermal Pattern,1,0,0,1.03,Isolated Thermal Activity,Agricultural Burning
11.0839,78.75246,309.64,293.1,16.539999999999964,1.03,0.708035793053696,0.66,20,0,243,2,1,1.115,1.2,Transient,1,0.4692179207176964,False,Normal Thermal Pattern,1,0,0,1.2,Isolated Thermal Activity,Agricultural Burning
11.26925,80.00533,313.95,284.5,29.44999999999999,1.18,0.7793248768009976,0.66,20,0,243,6,6,3.0966666666666662,7.53,Recurring,-1,0.587675044829171,True,ML Anomaly,5,5,0,3.4799999999999995,Recurring Local Activity,Agricultural Burning
11.81635,77.91774,305.18,293.35,11.829999999999984,1.96,1.085189268335969,0.66,20,0,243,10,5,2.316,3.41,Recurring,-1,0.58926737157004,True,ML Anomaly,9,9,0,2.355555555555556,Recurring Local Activity,Agricultural Burning
12.17032,78.99065,297.43,286.67,10.759999999999993,1.61,0.959350221334602,0.66,20,0,243,1,1,1.61,1.61,Transient,1,0.4989665540990685,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
8.40674,80.25502,367.0,294.07,72.93,20.93,3.0878555624297968,1.0,7,1,244,1,1,20.93,20.93,Transient,-1,0.6380110406942908,True,ML Anomaly,8,0,0,6.46875,High Local Thermal Density,Industrial Fire
8.41019,80.40926,330.06,293.49,36.56999999999999,3.7,1.547562508716013,0.66,7,1,244,1,1,3.7,3.7,Transient,1,0.3668204205683391,False,Normal Thermal Pattern,13,0,0,5.119230769230769,High Local Thermal Density,Agricultural Burning
8.42441,80.4514,335.35,293.71,41.64000000000004,4.99,1.790091412127358,0.66,7,1,244,1,1,4.99,4.99,Transient,1,0.3568018960482478,False,Normal Thermal Pattern,7,0,0,4.785714285714286,High Local Thermal Density,Agricultural Burning
8.46535,80.39966,333.49,293.25,40.24000000000001,7.0,2.079441541679836,0.66,7,1,244,5,2,6.744,9.48,Recurring,1,0.4105481330204099,False,Normal Thermal Pattern,9,4,0,6.07,Recurring Local Activity,Industrial Fire
8.46566,80.3997,334.71,293.24,41.46999999999997,9.48,2.349468678892896,0.66,7,1,244,5,2,6.744,9.48,Recurring,1,0.4231312935587537,False,Normal Thermal Pattern,9,4,0,5.794444444444444,Recurring Local Activity,Industrial Fire
8.46624,80.40448,336.17,291.02,45.150000000000034,7.32,2.1186622548331173,0.66,7,1,244,5,2,6.744,9.48,Recurring,1,0.4169134389477766,False,Normal Thermal Pattern,8,4,0,6.24625,Recurring Local Activity,Industrial Fire
8.46658,80.4045,338.18,291.45,46.73000000000002,7.16,2.0992441689760155,0.66,7,1,244,5,2,6.744,9.48,Recurring,1,0.415024302955095,False,Normal Thermal Pattern,8,4,0,6.266249999999999,Recurring Local Activity,Industrial Fire
8.60666,77.96648,345.72,293.74,51.98000000000002,16.02,2.834389123145228,0.66,7,1,244,7,6,9.955714285714285,22.28,Recurring,-1,0.5567445396224912,True,ML Anomaly,8,6,0,7.90625,Recurring Local Activity,Industrial Fire
8.69465,78.05344,333.02,296.0,37.01999999999998,5.99,1.944480556245719,0.66,7,1,244,2,2,3.64,5.99,Transient,1,0.3747813990401458,False,Normal Thermal Pattern,4,0,0,2.4075,Isolated Thermal Activity,Agricultural Burning
9.02386,80.16743,343.87,294.87,49.0,6.69,2.039920783517553,0.66,7,1,244,2,2,6.37,6.69,Transient,1,0.3953684025026656,False,Normal Thermal Pattern,1,0,0,6.05,Isolated Thermal Activity,Agricultural Burning
9.1143,80.27499,338.23,297.66,40.56999999999999,6.34,1.993338842626424,0.66,7,1,244,2,2,4.6,6.34,Transient,1,0.3749018648990335,False,Normal Thermal Pattern,7,0,0,4.621428571428571,High Local Thermal Density,Industrial Fire
9.25305,80.2723,337.98,298.23,39.75,16.27,2.848970892158587,0.66,7,1,244,3,2,12.01,16.27,Transient,1,0.4375238161592484,False,Normal Thermal Pattern,3,0,0,7.966666666666666,Isolated Thermal Activity,Wildfire
9.25485,80.28175,339.79,298.03,41.76000000000005,11.2,2.501435951739211,0.66,7,1,244,3,2,12.01,16.27,Transient,1,0.4092053484120362,False,Normal Thermal Pattern,3,0,0,9.656666666666666,Isolated Thermal Activity,Wildfire
9.39192,80.43458,339.99,296.83,43.160000000000025,8.13,2.211565694606877,0.66,7,1,244,6,5,5.973333333333334,8.13,Recurring,1,0.4696448474486951,False,Normal Thermal Pattern,44,25,5,10.142727272727273,Persistent Local Activity,Industrial Fire
9.41682,80.40154,355.11,298.05,57.06,17.61,2.9236990706541595,0.66,7,1,244,24,9,9.203333333333331,24.67,Persistent,-1,0.671539055110465,True,ML Anomaly,51,14,11,7.806274509803922,Persistent Local Activity,Gas Flare
9.41771,80.39689,332.31,297.25,35.06,8.13,2.211565694606877,0.66,7,1,244,24,9,9.203333333333331,24.67,Persistent,-1,0.614190845379718,True,ML Anomaly,50,13,11,7.9894,Persistent Local Activity,Gas Flare
9.4186,80.40147,349.15,297.98,51.16999999999996,8.13,2.211565694606877,0.66,7,1,244,24,9,9.203333333333331,24.67,Persistent,-1,0.6269319316584893,True,ML Anomaly,51,14,11,7.992156862745097,Persistent Local Activity,Gas Flare
9.42039,80.41064,335.58,296.58,39.0,12.21,2.580974118534234,0.66,7,1,244,9,5,11.636666666666663,29.65,Recurring,1,0.5307382708581293,False,Normal Thermal Pattern,52,14,12,8.331923076923076,Persistent Local Activity,Industrial Fire
9.42457,80.40965,367.0,297.45,69.55000000000001,21.12,3.096482176654134,1.0,7,1,244,1,1,4.28,4.28,Transient,-1,0.6079735916113747,True,ML Anomaly,49,14,12,7.902244897959182,Persistent Local Activity,Industrial Fire
9.42543,80.41423,348.55,297.09,51.46000000000004,18.66,2.9785861147190205,0.66,7,1,244,1,1,4.28,4.28,Transient,1,0.4669640835185513,False,Normal Thermal Pattern,50,16,12,8.5244,Persistent Local Activity,Industrial Fire
9.42642,80.40956,367.0,297.61,69.38999999999999,12.21,2.580974118534234,1.0,7,1,244,1,1,4.28,4.28,Transient,-1,0.5745718228060616,True,ML Anomaly,49,14,12,8.084081632653062,Persistent Local Activity,Industrial Fire
9.42731,80.41415,336.19,297.09,39.10000000000002,16.15,2.8419981736119486,0.66,7,1,244,1,1,4.28,4.28,Transient,1,0.4272224212616333,False,Normal Thermal Pattern,49,16,12,8.61530612244898,Persistent Local Activity,Industrial Fire
9.5339,80.38524,348.83,298.05,50.77999999999997,11.05,2.489064659936664,0.66,7,1,244,2,1,10.255,11.05,Transient,1,0.4120829713843806,False,Normal Thermal Pattern,4,0,0,5.800000000000001,Isolated Thermal Activity,Wildfire
9.5355,80.38216,352.5,298.21,54.29000000000002,9.46,2.347558458636777,0.66,7,1,244,2,1,10.255,11.05,Transient,1,0.4274458450284529,False,Normal Thermal Pattern,4,0,0,6.197500000000001,Isolated Thermal Activity,Wildfire
10.3891,79.27283,340.75,293.63,47.120000000000005,6.32,1.99061032797322,0.66,7,1,244,1,1,6.32,6.32,Transient,1,0.3668345385554175,False,Normal Thermal Pattern,3,0,0,12.116666666666667,Isolated Thermal Activity,Agricultural Burning
10.77498,78.64761,339.35,298.22,41.13,9.28,2.330200260027019,0.66,7,1,244,1,1,9.28,9.28,Transient,1,0.3770327209347986,False,Normal Thermal Pattern,1,0,0,4.46,Isolated Thermal Activity,Wildfire
11.14715,78.03418,342.27,292.94,49.329999999999984,8.84,2.286455711064162,0.66,7,1,244,2,1,11.51,14.18,Transient,1,0.4048826590967677,False,Normal Thermal Pattern,2,0,0,8.655,Isolated Thermal Activity,Wildfire
11.15095,78.03052,334.43,293.33,41.10000000000002,14.18,2.719978771967484,0.66,7,1,244,2,1,11.51,14.18,Transient,1,0.4131716009231926,False,Normal Thermal Pattern,2,0,0,5.984999999999999,Isolated Thermal Activity,Wildfire
11.23065,78.08495,331.82,295.11,36.70999999999998,5.38,1.8531680973566984,0.66,7,1,244,1,1,5.38,5.38,Transient,1,0.3583678011297279,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
11.84292,78.90423,338.89,296.6,42.28999999999997,12.68,2.615934912194404,0.66,7,1,244,1,1,12.68,12.68,Transient,1,0.3975032037596407,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Wildfire
12.70483,79.3057,335.48,295.2,40.28000000000003,4.05,1.6193882432872684,0.66,7,1,244,1,1,4.05,4.05,Transient,1,0.358403255113568,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
12.82289,79.10335,333.2,294.83,38.370000000000005,5.79,1.9154509415706047,0.66,7,1,244,1,1,5.79,5.79,Transient,1,0.3571821520133613,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
12.9195,79.45843,337.1,290.6,46.5,4.66,1.7334238922150915,0.66,7,1,244,1,1,4.66,4.66,Transient,1,0.367382126552119,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
8.95145,77.77085,345.86,300.27,45.59000000000003,4.04,1.6174060820832772,0.66,8,1,244,2,1,4.075,4.11,Transient,1,0.3726017701260318,False,Normal Thermal Pattern,2,0,0,10.97,Isolated Thermal Activity,Agricultural Burning
8.95153,77.77248,336.6,300.01,36.59000000000003,4.11,1.631199404215613,0.66,8,1,244,2,1,4.075,4.11,Transient,1,0.3486617898032143,False,Normal Thermal Pattern,2,0,0,10.935,Isolated Thermal Activity,Agricultural Burning
9.11347,77.46972,367.0,299.16,67.83999999999997,9.51,2.35232718488886,1.0,8,1,244,1,1,9.51,9.51,Transient,-1,0.5569623189489648,True,ML Anomaly,1,0,0,3.5,Isolated Thermal Activity,Wildfire
9.5979,77.7906,343.48,299.17,44.31,18.25,2.9575110607337933,0.66,8,1,244,2,1,15.4,18.25,Transient,1,0.4342959183359424,False,Normal Thermal Pattern,1,0,0,12.55,Isolated Thermal Activity,Wildfire
9.59852,77.79555,335.09,296.83,38.25999999999999,12.55,2.60638654732571,0.66,8,1,244,2,1,15.4,18.25,Transient,1,0.4053089276785802,False,Normal Thermal Pattern,1,0,0,18.25,Isolated Thermal Activity,Wildfire
10.01406,78.08731,332.78,297.7,35.079999999999984,3.52,1.5085119938441398,0.66,8,1,244,1,1,3.52,3.52,Transient,1,0.3496972656723519,False,Normal Thermal Pattern,2,0,0,4.43,Isolated Thermal Activity,Agricultural Burning
10.8313,78.8009,336.72,294.99,41.73000000000002,5.56,1.8809906029559973,0.66,8,1,244,1,1,5.56,5.56,Transient,1,0.3469951058715045,False,Normal Thermal Pattern,1,0,0,2.81,Isolated Thermal Activity,Agricultural Burning
9.56769,77.5301,311.36,286.65,24.71000000000004,3.24,1.4445632692438664,0.66,19,1,244,3,1,2.8266666666666667,3.24,Transient,1,0.467180691129446,False,Normal Thermal Pattern,10,5,0,3.93,Recurring Local Activity,Agricultural Burning
9.57194,77.53596,318.87,286.52,32.35000000000002,2.62,1.2864740258376797,0.66,19,1,244,3,1,2.8266666666666667,3.24,Transient,1,0.4629114416141264,False,Normal Thermal Pattern,10,5,0,3.992,Recurring Local Activity,Agricultural Burning
9.57271,77.53027,304.62,286.81,17.810000000000002,2.62,1.2864740258376797,0.66,19,1,244,3,1,2.8266666666666667,3.24,Transient,1,0.4812016638491623,False,Normal Thermal Pattern,10,5,0,3.992,Recurring Local Activity,Agricultural Burning
9.58051,77.54716,331.25,289.78,41.47000000000003,3.82,1.572773928062509,0.66,19,1,244,5,1,4.892,6.72,Recurring,1,0.4904537482508251,False,Normal Thermal Pattern,10,4,0,3.872,Recurring Local Activity,Agricultural Burning
9.58125,77.54169,309.06,288.53,20.53000000000003,3.82,1.572773928062509,0.66,19,1,244,5,1,4.892,6.72,Recurring,1,0.5260633979126832,False,Normal Thermal Pattern,10,4,0,3.872,Recurring Local Activity,Agricultural Burning
9.58175,77.54842,322.31,289.54,32.76999999999998,6.28,1.9851308622085944,0.66,19,1,244,5,1,4.892,6.72,Recurring,1,0.5015404698906584,False,Normal Thermal Pattern,9,4,0,3.705555555555555,Recurring Local Activity,Industrial Fire
9.58245,77.54297,326.75,289.94,36.81,6.72,2.0438143640366846,0.66,19,1,244,5,1,4.892,6.72,Recurring,1,0.5014553291282999,False,Normal Thermal Pattern,10,4,0,3.582,Recurring Local Activity,Industrial Fire
9.58542,77.54805,310.36,289.06,21.30000000000001,3.82,1.572773928062509,0.66,19,1,244,5,1,4.892,6.72,Recurring,1,0.5214026891530706,False,Normal Thermal Pattern,8,4,0,4.1275,Recurring Local Activity,Agricultural Burning
10.43844,77.555,304.16,290.23,13.930000000000009,0.47,0.3852624007906449,0.66,19,1,244,1,1,0.47,0.47,Transient,1,0.5116674361253712,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
10.99405,79.23645,332.49,290.43,42.06,7.05,2.0856720914304723,0.66,19,1,244,1,1,7.05,7.05,Transient,1,0.4663036187828576,False,Normal Thermal Pattern,1,0,0,2.95,Isolated Thermal Activity,Agricultural Burning
11.26855,80.00151,320.92,291.48,29.44,7.53,2.143589361503588,0.66,19,1,244,6,6,3.0966666666666662,7.53,Recurring,-1,0.5696511253878837,True,ML Anomaly,5,5,0,2.21,Recurring Local Activity,Industrial Fire
11.42341,77.40266,324.28,290.37,33.90999999999997,1.92,1.0715836162801904,0.66,19,1,244,2,1,2.03,2.14,Transient,1,0.4545094123616423,False,Normal Thermal Pattern,2,0,0,1.71,Isolated Thermal Activity,Agricultural Burning
11.42617,77.40337,319.32,290.58,28.74000000000001,2.14,1.144222799920162,0.66,19,1,244,2,1,2.03,2.14,Transient,1,0.4522449939036843,False,Normal Thermal Pattern,2,0,0,1.6,Isolated Thermal Activity,Agricultural Burning
11.43303,77.16435,309.49,290.7,18.79000000000002,1.15,0.7654678421395714,0.66,19,1,244,1,1,1.15,1.15,Transient,1,0.4726010881632829,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
11.59137,77.27103,348.16,283.6,64.56,3.82,1.572773928062509,0.66,19,1,244,3,2,2.8366666666666664,3.82,Transient,-1,0.5409032417093019,True,ML Anomaly,2,0,0,2.345,Isolated Thermal Activity,Agricultural Burning
11.59178,77.26778,306.06,281.89,24.170000000000016,3.82,1.572773928062509,0.66,19,1,244,3,2,2.8366666666666664,3.82,Transient,1,0.5079977139052165,False,Normal Thermal Pattern,2,0,0,2.345,Isolated Thermal Activity,Agricultural Burning
12.29194,79.93996,319.76,289.14,30.620000000000005,5.06,1.801709800081223,0.66,19,1,244,2,1,5.385,5.71,Transient,1,0.4652133193414151,False,Normal Thermal Pattern,1,0,0,5.71,Isolated Thermal Activity,Agricultural Burning
12.29299,79.93951,323.45,289.13,34.31999999999999,5.71,1.9035989509835904,0.66,19,1,244,2,1,5.385,5.71,Transient,1,0.4623806633006923,False,Normal Thermal Pattern,1,0,0,5.06,Isolated Thermal Activity,Agricultural Burning
12.74623,77.62025,303.7,286.49,17.20999999999998,0.65,0.5007752879124893,0.66,19,1,244,4,4,1.1,1.69,Transient,-1,0.539923689832207,True,ML Anomaly,3,0,0,1.25,Isolated Thermal Activity,Agricultural Burning
12.7745,80.06129,307.55,288.41,19.139999999999983,2.27,1.184789984909162,0.66,19,1,244,1,1,2.27,2.27,Transient,1,0.4660946492697174,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
8.44677,80.39247,311.66,288.1,23.56,1.85,1.0473189942805592,0.66,19,1,244,2,1,1.525,1.85,Transient,1,0.4606968615672537,False,Normal Thermal Pattern,12,5,0,6.642499999999999,Recurring Local Activity,Agricultural Burning
8.45078,80.39306,304.02,285.45,18.57,1.2,0.7884573603642702,0.66,19,1,244,2,1,1.525,1.85,Transient,1,0.4723423027254365,False,Normal Thermal Pattern,12,5,0,6.696666666666666,Recurring Local Activity,Agricultural Burning
8.00502,80.37047,334.48,296.27,38.21000000000004,6.19,1.972691171732956,0.66,8,2,245,3,1,8.596666666666666,13.41,Transient,1,0.3771287569290322,False,Normal Thermal Pattern,8,0,0,7.1525,High Local Thermal Density,Industrial Fire
8.00544,80.37373,340.09,296.69,43.39999999999998,6.19,1.972691171732956,0.66,8,2,245,3,1,8.596666666666666,13.41,Transient,1,0.3806466143372975,False,Normal Thermal Pattern,9,0,0,6.771111111111111,High Local Thermal Density,Industrial Fire
8.00556,80.37322,347.66,297.43,50.23000000000002,13.41,2.667922410011431,0.66,8,2,245,3,1,8.596666666666666,13.41,Transient,1,0.4233932103464449,False,Normal Thermal Pattern,9,0,0,5.9688888888888885,High Local Thermal Density,Industrial Fire
8.08506,80.08055,330.69,295.45,35.24000000000001,3.16,1.425515074273172,0.66,8,2,245,1,1,3.16,3.16,Transient,1,0.3574714897431101,False,Normal Thermal Pattern,6,0,0,5.603333333333333,High Local Thermal Density,Agricultural Burning
8.19724,79.91821,334.97,295.24,39.73000000000002,1.72,1.000631880307906,0.66,8,2,245,1,1,1.72,1.72,Transient,1,0.3868432658740511,False,Normal Thermal Pattern,3,0,0,10.696666666666667,Isolated Thermal Activity,Agricultural Burning
8.22195,79.94675,367.0,296.46,70.54000000000002,14.84,2.76253838638628,1.0,8,2,245,1,1,14.84,14.84,Transient,-1,0.5825645137390849,True,ML Anomaly,1,0,0,1.72,Isolated Thermal Activity,Wildfire
8.31578,80.28963,335.94,296.2,39.74000000000001,3.62,1.5303947050936475,0.66,8,2,245,2,1,3.785,3.95,Transient,1,0.3507897177357655,False,Normal Thermal Pattern,12,0,0,5.079166666666667,High Local Thermal Density,Agricultural Burning
8.31593,80.2891,330.58,296.07,34.50999999999999,3.95,1.599387576580599,0.66,8,2,245,2,1,3.785,3.95,Transient,1,0.359297832355141,False,Normal Thermal Pattern,12,0,0,5.051666666666667,High Local Thermal Density,Agricultural Burning
8.32674,80.29144,330.4,296.62,33.77999999999997,3.8,1.5686159179138452,0.66,8,2,245,1,1,3.8,3.8,Transient,1,0.3559219962227867,False,Normal Thermal Pattern,12,0,0,5.210833333333333,High Local Thermal Density,Agricultural Burning
8.3931,80.18663,330.78,297.0,33.77999999999997,2.7,1.308332819650179,0.66,8,2,245,2,2,2.88,3.06,Transient,1,0.379295895067289,False,Normal Thermal Pattern,17,5,0,10.205882352941178,Recurring Local Activity,Agricultural Burning
8.40145,80.32819,330.0,296.28,33.72000000000003,3.52,1.5085119938441398,0.66,8,2,245,2,2,3.33,3.52,Transient,1,0.3775534653230876,False,Normal Thermal Pattern,10,0,0,6.275,High Local Thermal Density,Agricultural Burning
8.40271,80.21823,351.71,297.27,54.44,9.82,2.381396273418336,0.66,8,2,245,4,2,8.0825,10.26,Transient,1,0.4522062456871392,False,Normal Thermal Pattern,10,0,0,7.212999999999999,High Local Thermal Density,Industrial Fire
8.40315,80.22147,335.06,296.61,38.44999999999999,8.58,2.259677591982769,0.66,8,2,245,4,2,8.0825,10.26,Transient,1,0.3944007371910009,False,Normal Thermal Pattern,10,0,0,7.337000000000001,High Local Thermal Density,Industrial Fire
8.40331,80.21985,367.0,298.11,68.88999999999999,10.26,2.421256622711544,1.0,8,2,245,4,2,8.0825,10.26,Transient,-1,0.5891985947656557,True,ML Anomaly,10,0,0,7.169,High Local Thermal Density,Industrial Fire
8.41479,80.38741,351.62,295.24,56.38,11.89,2.556451816951096,0.66,8,2,245,1,1,11.89,11.89,Transient,1,0.4375907779129229,False,Normal Thermal Pattern,9,0,0,4.211111111111112,High Local Thermal Density,Industrial Fire
8.41731,80.32602,336.64,291.87,44.76999999999998,6.67,2.0373166153791646,0.66,8,2,245,4,3,5.452500000000001,7.71,Transient,1,0.4106758763954559,False,Normal Thermal Pattern,8,0,0,5.9775,High Local Thermal Density,Industrial Fire
8.49523,77.96259,352.28,301.69,50.589999999999975,25.01,3.25848107946056,0.66,8,2,245,1,1,25.01,25.01,Transient,-1,0.5503284261872226,True,ML Anomaly,0,0,0,,Isolated Thermal Activity,Wildfire
8.51248,80.39674,340.13,296.46,43.670000000000016,8.26,2.225704048658088,0.66,8,2,245,1,1,8.26,8.26,Transient,1,0.3616937054035883,False,Normal Thermal Pattern,4,0,0,12.1875,Isolated Thermal Activity,Wildfire
8.51999,80.37193,367.0,293.82,73.18,20.76,3.080073421987742,1.0,8,2,245,1,1,20.76,20.76,Transient,-1,0.6410199205980851,True,ML Anomaly,8,0,0,7.54125,High Local Thermal Density,Industrial Fire
8.59435,80.45303,367.0,299.0,68.0,68.81,4.24577726598231,1.0,8,2,245,1,1,68.81,68.81,Transient,-1,0.7519470367261725,True,ML Anomaly,14,6,0,9.875714285714285,Recurring Local Activity,Industrial Fire
8.6472,77.50002,340.26,304.49,35.76999999999998,3.96,1.601405740736836,0.66,8,2,245,1,1,3.96,3.96,Transient,1,0.3515925046751157,False,Normal Thermal Pattern,2,0,0,14.12,Isolated Thermal Activity,Agricultural Burning
8.66132,80.46508,340.68,295.76,44.920000000000016,5.67,1.897619859927532,0.66,8,2,245,2,1,10.54,15.41,Transient,1,0.3773560065200724,False,Normal Thermal Pattern,7,0,0,8.94,High Local Thermal Density,Agricultural Burning
8.66491,80.46529,367.0,297.41,69.58999999999997,15.41,2.797890905102,1.0,8,2,245,2,1,10.54,15.41,Transient,-1,0.5781034679937529,True,ML Anomaly,6,0,0,6.185000000000001,High Local Thermal Density,Industrial Fire
8.68837,80.35244,338.27,295.21,43.06,4.09,1.6272778305624314,0.66,8,2,245,3,2,5.05,6.39,Transient,1,0.3826912081431918,False,Normal Thermal Pattern,8,0,0,6.06625,High Local Thermal Density,Agricultural Burning
8.69902,80.35105,332.53,296.32,36.20999999999998,4.67,1.7351891177396608,0.66,8,2,245,3,2,5.05,6.39,Transient,1,0.375101463951675,False,Normal Thermal Pattern,8,0,0,5.99375,High Local Thermal Density,Agricultural Burning
8.70691,80.45286,331.87,294.74,37.13,1.52,0.924258901523332,0.66,8,2,245,1,1,1.52,1.52,Transient,1,0.3895801400359262,False,Normal Thermal Pattern,4,0,0,10.3575,Isolated Thermal Activity,Agricultural Burning
8.75334,80.36287,337.55,295.92,41.63,5.37,1.851599469584072,0.66,8,2,245,2,1,6.27,7.17,Transient,1,0.3496278386226889,False,Normal Thermal Pattern,4,0,0,4.4625,Isolated Thermal Activity,Agricultural Burning
8.7549,80.36384,349.94,296.63,53.31,7.17,2.100468908871912,0.66,8,2,245,2,1,6.27,7.17,Transient,1,0.3967413713648864,False,Normal Thermal Pattern,4,0,0,4.0125,Isolated Thermal Activity,Agricultural Burning
8.88936,77.75757,344.57,306.66,37.90999999999997,7.23,2.1077860146889784,0.66,8,2,245,1,1,7.23,7.23,Transient,1,0.3684908708152067,False,Normal Thermal Pattern,3,0,0,8.09,Isolated Thermal Activity,Agricultural Burning
8.95637,80.38986,331.37,293.22,38.14999999999998,2.82,1.3402504226184837,0.66,8,2,245,1,1,2.82,2.82,Transient,1,0.359306399416983,False,Normal Thermal Pattern,3,0,0,4.386666666666667,Isolated Thermal Activity,Agricultural Burning
8.98586,77.47747,338.9,304.56,34.339999999999975,3.8,1.5686159179138452,0.66,8,2,245,1,1,3.8,3.8,Transient,1,0.3528134136217054,False,Normal Thermal Pattern,1,0,0,4.68,Isolated Thermal Activity,Agricultural Burning
9.04555,77.72089,341.89,305.84,36.05000000000001,5.52,1.874874375938561,0.66,8,2,245,2,1,5.55,5.58,Transient,1,0.3546094809280317,False,Normal Thermal Pattern,3,0,0,4.8933333333333335,Isolated Thermal Activity,Agricultural Burning
9.04664,77.71947,339.28,306.41,32.86999999999995,5.58,1.884034745337226,0.66,8,2,245,2,1,5.55,5.58,Transient,1,0.354630822026569,False,Normal Thermal Pattern,3,0,0,4.873333333333333,Isolated Thermal Activity,Agricultural Burning
9.12569,77.41118,334.03,303.06,30.96999999999997,2.64,1.2919836816486494,0.66,8,2,245,1,1,2.64,2.64,Transient,1,0.366273910027232,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
9.22418,80.3151,339.65,294.55,45.099999999999966,3.8,1.5686159179138452,0.66,8,2,245,1,1,3.8,3.8,Transient,1,0.3556793535906477,False,Normal Thermal Pattern,4,0,0,4.34,Isolated Thermal Activity,Agricultural Burning
9.399,80.39297,367.0,295.43,71.57,9.23,2.325324579963535,1.0,8,2,245,4,2,6.3225,9.23,Transient,-1,0.5825354548795959,True,ML Anomaly,47,14,12,8.364680851063829,Persistent Local Activity,Industrial Fire
9.40128,80.39021,334.64,295.51,39.13,6.43,2.005525858729668,0.66,8,2,245,4,2,6.3225,9.23,Transient,1,0.3877372800404495,False,Normal Thermal Pattern,46,13,12,8.492391304347825,Persistent Local Activity,Industrial Fire
9.40174,80.39365,355.52,296.04,59.47999999999996,6.43,2.005525858729668,0.66,8,2,245,4,2,6.3225,9.23,Transient,1,0.467297280461259,False,Normal Thermal Pattern,47,14,12,8.424255319148935,Persistent Local Activity,Industrial Fire
9.41664,80.35916,337.76,296.21,41.55000000000001,3.24,1.4445632692438664,0.66,8,2,245,3,2,3.2133333333333334,4.16,Transient,1,0.3838236062181892,False,Normal Thermal Pattern,27,0,10,7.092592592592593,Persistent Local Activity,Agricultural Burning
9.41911,80.42213,342.87,296.01,46.860000000000014,4.51,1.706564623164823,0.66,8,2,245,9,5,11.636666666666663,29.65,Recurring,1,0.5292754106977705,False,Normal Thermal Pattern,53,21,12,8.956603773584906,Persistent Local Activity,Agricultural Burning
9.41925,80.37983,333.82,295.94,37.88,3.58,1.5216989981260935,0.66,8,2,245,24,9,9.203333333333331,24.67,Persistent,-1,0.6187668687637757,True,ML Anomaly,45,9,11,8.278666666666666,Persistent Local Activity,Agricultural Burning
9.42202,80.35846,343.0,295.69,47.31,4.16,1.6409365794934714,0.66,8,2,245,3,2,3.2133333333333334,4.16,Transient,1,0.3963885057894398,False,Normal Thermal Pattern,26,0,9,7.171153846153846,Persistent Local Activity,Agricultural Burning
9.44849,77.66959,341.36,308.53,32.83000000000004,21.3,3.104586678466073,0.66,8,2,245,4,2,15.5375,21.3,Transient,1,0.5007212726332497,False,Normal Thermal Pattern,3,0,0,13.616666666666667,Isolated Thermal Activity,Wildfire
9.46896,78.68177,340.97,299.01,41.96000000000004,4.74,1.747459210331475,0.66,8,2,245,1,1,4.74,4.74,Transient,1,0.3494816898544075,False,Normal Thermal Pattern,0,0,0,,Isolated Thermal Activity,Agricultural Burning
