latitude,longitude,bright_ti4,bright_ti5,thermal_difference,frp,frp_log,confidence_score,hour,day_of_week,day_of_year,detection_count,days_detected,avg_frp,max_frp,persistence,ml_prediction,anomaly_score,ml_anomaly,ml_status
8.42284,80.19805,333.02,290.25,42.76999999999998,3.15,1.423108334242607,0.66,7,1,237,1,1,3.15,3.15,Transient,1,0.37382260503150866,False,Normal Thermal Pattern
10.77575,78.88298,305.38,283.61,21.769999999999985,1.6,0.9555114450274363,0.66,20,1,237,1,1,1.6,1.6,Transient,1,0.46109413590652226,False,Normal Thermal Pattern
11.26698,80.00464,305.21,275.28,29.930000000000007,1.48,0.9082585601768908,0.66,20,1,237,6,6,3.0966666666666662,7.53,Recurring,-1,0.6053457100421219,True,ML Anomaly
12.2171,79.00295,299.01,272.29,26.71999999999997,0.9,0.6418538861723948,0.66,20,1,237,1,1,0.9,0.9,Transient,1,0.5276584769654269,False,Normal Thermal Pattern
12.91749,79.11784,304.36,281.42,22.94,0.7,0.5306282510621704,0.66,20,1,237,1,1,0.7,0.7,Transient,1,0.5047406711487488,False,Normal Thermal Pattern
8.47969,80.36192,332.81,284.05,48.75999999999999,10.08,2.405141681319138,0.66,7,2,238,2,1,10.26,10.44,Transient,1,0.43069396690986744,False,Normal Thermal Pattern
8.48021,80.36486,355.46,283.93,71.52999999999997,10.44,2.437115985951652,0.33,7,2,238,2,1,10.26,10.44,Transient,-1,0.5718001588908131,True,ML Anomaly
8.84246,80.37051,367.0,290.49,76.50999999999999,7.96,2.192770226986839,1.0,7,2,238,1,1,7.96,7.96,Transient,-1,0.5813878484090932,True,ML Anomaly
8.9117,80.47472,338.16,289.9,48.26000000000005,11.6,2.533696813957432,0.66,7,2,238,1,1,11.6,11.6,Transient,1,0.42064654515171435,False,Normal Thermal Pattern
9.23741,80.32394,332.77,290.25,42.51999999999998,1.76,1.0152306797290584,0.66,7,2,238,1,1,1.76,1.76,Transient,1,0.40925312586578727,False,Normal Thermal Pattern
9.27424,80.15481,330.55,289.88,40.670000000000016,2.74,1.3190856114264409,0.66,7,2,238,1,1,2.74,2.74,Transient,1,0.3796192342524258,False,Normal Thermal Pattern
9.34347,80.16696,346.15,290.17,55.97999999999996,6.12,1.9629077254238845,0.66,7,2,238,1,1,6.12,6.12,Transient,1,0.40428631004619736,False,Normal Thermal Pattern
9.39075,78.88336,336.06,291.74,44.31999999999999,2.89,1.358409157630355,0.66,7,2,238,5,2,4.298,4.69,Recurring,1,0.43015648948359136,False,Normal Thermal Pattern
9.43175,80.37721,330.8,291.89,38.910000000000025,7.51,2.1412419425852827,0.66,7,2,238,1,1,10.52,10.52,Transient,1,0.38955861033442873,False,Normal Thermal Pattern
9.44243,80.49594,331.63,293.33,38.30000000000001,5.77,1.912501086924184,0.66,7,2,238,1,1,5.77,5.77,Transient,1,0.35927873680717454,False,Normal Thermal Pattern
9.45457,80.4912,333.31,292.57,40.74000000000001,16.03,2.834976494674597,0.66,7,2,238,3,1,17.003333333333334,18.95,Transient,1,0.4628704321758035,False,Normal Thermal Pattern
9.45557,80.49669,340.96,293.67,47.28999999999997,16.03,2.834976494674597,0.66,7,2,238,3,1,17.003333333333334,18.95,Transient,1,0.46123035375105964,False,Normal Thermal Pattern
9.45706,80.49337,343.5,293.49,50.00999999999999,18.95,2.9932291433358724,0.66,7,2,238,3,1,17.003333333333334,18.95,Transient,1,0.48213662414650843,False,Normal Thermal Pattern
10.38894,79.17622,330.34,292.83,37.50999999999999,5.0,1.791759469228055,0.66,7,2,238,1,1,5.0,5.0,Transient,1,0.3605413865868954,False,Normal Thermal Pattern
11.74077,78.97653,347.16,294.02,53.14000000000004,3.99,1.6074359097634274,0.66,7,2,238,1,1,3.99,3.99,Transient,1,0.3967677726420513,False,Normal Thermal Pattern
11.7447,79.05466,333.07,295.21,37.860000000000014,1.51,0.9202827531436926,0.66,7,2,238,1,1,1.51,1.51,Transient,1,0.4011705958998846,False,Normal Thermal Pattern
11.26812,80.00212,308.67,282.57,26.100000000000023,1.51,0.9202827531436926,0.66,20,2,238,6,6,3.0966666666666662,7.53,Recurring,-1,0.5785376597715646,True,ML Anomaly
11.80773,77.92281,307.55,279.96,27.590000000000032,1.42,0.883767540168595,0.66,20,2,238,10,5,2.316,3.41,Recurring,-1,0.5919610514507363,True,ML Anomaly
11.81676,77.91685,300.49,280.09,20.400000000000038,0.64,0.494696241836107,0.66,20,2,238,10,5,2.316,3.41,Recurring,-1,0.6151714611846492,True,ML Anomaly
9.41347,80.41784,328.41,288.67,39.74000000000001,3.85,1.5789787049493915,0.66,7,3,239,9,5,11.636666666666663,29.65,Recurring,-1,0.5530010037859636,True,ML Anomaly
9.08281,77.96626,331.57,294.28,37.29000000000002,3.55,1.5151272329628591,0.66,8,3,239,1,1,3.55,3.55,Transient,1,0.35310319952815367,False,Normal Thermal Pattern
9.18647,77.63859,330.03,292.53,37.5,0.83,0.6043159668533294,0.66,8,3,239,2,1,1.045,1.26,Transient,1,0.43353797825115986,False,Normal Thermal Pattern
9.18691,77.63944,331.4,291.35,40.04999999999996,1.26,0.8153648132841945,0.66,8,3,239,2,1,1.045,1.26,Transient,1,0.42178142644056926,False,Normal Thermal Pattern
9.20358,77.94232,343.32,296.38,46.94,4.47,1.6992786164338898,0.66,8,3,239,2,1,6.869999999999999,9.27,Transient,1,0.3693760804669401,False,Normal Thermal Pattern
9.20698,77.93936,332.0,296.61,35.389999999999986,9.27,2.329227023940467,0.66,8,3,239,2,1,6.869999999999999,9.27,Transient,1,0.37263293593920027,False,Normal Thermal Pattern
9.38556,77.56399,330.37,292.71,37.660000000000025,4.92,1.7783364488959144,0.66,8,3,239,1,1,4.92,4.92,Transient,1,0.35309473087281357,False,Normal Thermal Pattern
9.39247,80.4873,330.79,290.24,40.55000000000001,11.0,2.4849066497880004,0.66,8,3,239,1,1,11.0,11.0,Transient,1,0.4042303617026883,False,Normal Thermal Pattern
9.91148,78.28306,333.73,291.88,41.85000000000002,3.22,1.439835128047921,0.66,8,3,239,1,1,3.22,3.22,Transient,1,0.3611728323546502,False,Normal Thermal Pattern
10.05289,77.95028,355.42,292.05,63.370000000000005,11.04,2.488234439880675,0.66,8,3,239,1,1,11.04,11.04,Transient,1,0.4723770442801773,False,Normal Thermal Pattern
10.87824,77.60252,332.96,294.52,38.44,1.69,0.9895411936137476,0.66,8,3,239,1,1,1.69,1.69,Transient,1,0.386343215103531,False,Normal Thermal Pattern
10.97389,77.72894,330.9,295.82,35.079999999999984,4.69,1.7387102481382395,0.66,8,3,239,1,1,4.69,4.69,Transient,1,0.3518145159953749,False,Normal Thermal Pattern
8.38569,80.18303,330.97,289.07,41.900000000000034,3.06,1.4011829736136414,0.66,8,4,240,2,2,2.88,3.06,Transient,1,0.38756525630285354,False,Normal Thermal Pattern
8.49315,80.21699,334.7,291.02,43.68000000000001,5.37,1.851599469584072,0.66,8,4,240,1,1,5.37,5.37,Transient,1,0.3563681414096194,False,Normal Thermal Pattern
8.56604,78.08351,332.18,303.65,28.53000000000003,1.94,1.0784095813505905,0.33,8,4,240,2,2,3.09,4.24,Transient,1,0.4771789513439765,False,Normal Thermal Pattern
8.60504,80.46202,341.86,291.89,49.97000000000003,29.81,3.4278393126085764,0.66,8,4,240,6,2,13.891666666666666,29.81,Recurring,-1,0.579014021957816,True,ML Anomaly
8.60969,77.83566,339.17,306.85,32.31999999999999,6.03,1.9501867058225733,0.66,8,4,240,1,1,6.03,6.03,Transient,1,0.3575183410765627,False,Normal Thermal Pattern
8.60984,80.46139,341.14,291.11,50.02999999999997,13.78,2.6932749155200555,0.66,8,4,240,6,2,13.891666666666666,29.81,Recurring,1,0.50528849551798,False,Normal Thermal Pattern
8.71279,77.97305,343.0,308.96,34.04000000000002,7.52,2.1424163408412245,0.66,8,4,240,1,1,7.52,7.52,Transient,1,0.37258029527918285,False,Normal Thermal Pattern
8.80825,80.01944,335.42,293.06,42.360000000000014,5.55,1.8794650496471603,0.66,8,4,240,2,1,5.654999999999999,5.76,Transient,1,0.35157072203925405,False,Normal Thermal Pattern
8.81104,80.01739,339.67,292.45,47.22000000000003,5.76,1.9110228900548727,0.66,8,4,240,2,1,5.654999999999999,5.76,Transient,1,0.36025834457051364,False,Normal Thermal Pattern
8.85495,80.46632,341.25,293.81,47.44,7.05,2.0856720914304723,0.66,8,4,240,1,1,7.05,7.05,Transient,1,0.36292603595744005,False,Normal Thermal Pattern
8.86089,77.99239,337.56,308.96,28.600000000000023,3.92,1.5933085305042167,0.33,8,4,240,2,1,3.755,3.92,Transient,1,0.4434038070592535,False,Normal Thermal Pattern
8.8614,77.99268,337.88,308.55,29.329999999999984,3.59,1.5238800240724537,0.33,8,4,240,2,1,3.755,3.92,Transient,1,0.4398135460548661,False,Normal Thermal Pattern
8.99345,77.86612,337.63,307.56,30.069999999999997,4.63,1.728109442151599,0.66,8,4,240,1,1,4.63,4.63,Transient,1,0.3649662118637026,False,Normal Thermal Pattern
9.05433,80.49529,334.06,295.79,38.26999999999998,8.53,2.254444717666111,0.66,8,4,240,1,1,8.53,8.53,Transient,1,0.3614779523886636,False,Normal Thermal Pattern
9.06493,77.68907,340.71,305.91,34.799999999999955,4.13,1.6351056591826785,0.66,8,4,240,1,1,4.13,4.13,Transient,1,0.356579429593883,False,Normal Thermal Pattern
9.0767,77.56914,338.85,306.27,32.58000000000004,4.9,1.7749523509116738,0.66,8,4,240,2,1,4.465,4.9,Transient,1,0.35444062643690355,False,Normal Thermal Pattern
9.07731,77.57346,342.45,305.29,37.15999999999997,4.03,1.615419984111648,0.66,8,4,240,2,1,4.465,4.9,Transient,1,0.3576683895668167,False,Normal Thermal Pattern
9.18652,77.78751,350.7,307.2,43.5,15.58,2.8081971497071487,0.66,8,4,240,1,1,15.58,15.58,Transient,1,0.4461167949538915,False,Normal Thermal Pattern
9.26581,77.91255,344.05,295.15,48.900000000000034,5.95,1.9387416595767009,0.66,8,4,240,1,1,5.95,5.95,Transient,1,0.3651212514968741,False,Normal Thermal Pattern
9.2775,78.39238,332.61,300.75,31.860000000000014,4.12,1.6331544390514163,0.66,8,4,240,3,1,4.03,4.12,Transient,1,0.3709240240441418,False,Normal Thermal Pattern
9.27803,78.39629,348.85,302.26,46.59000000000003,4.12,1.6331544390514163,0.66,8,4,240,3,1,4.03,4.12,Transient,1,0.3967973867723464,False,Normal Thermal Pattern
9.28223,78.3957,342.73,301.7,41.03000000000003,3.85,1.5789787049493915,0.66,8,4,240,3,1,4.03,4.12,Transient,1,0.3710689527178565,False,Normal Thermal Pattern
9.33282,78.42058,341.42,303.56,37.860000000000014,6.56,2.0228711901914416,0.66,8,4,240,1,1,6.56,6.56,Transient,1,0.35266269650236587,False,Normal Thermal Pattern
9.37102,77.52661,334.6,305.85,28.75,3.24,1.4445632692438664,0.33,8,4,240,1,1,3.24,3.24,Transient,1,0.43158685365431637,False,Normal Thermal Pattern
9.37401,78.6227,341.48,302.93,38.55000000000001,5.53,1.87640694328834,0.66,8,4,240,1,1,5.53,5.53,Transient,1,0.3475550931958275,False,Normal Thermal Pattern
9.40697,78.81196,338.76,301.08,37.68000000000001,3.78,1.5644405465033644,0.66,8,4,240,3,2,3.71,5.62,Transient,1,0.3769668256589463,False,Normal Thermal Pattern
9.40914,78.81119,334.12,300.42,33.69999999999999,1.73,1.0043016091968684,0.66,8,4,240,3,2,3.71,5.62,Transient,1,0.4033344432921323,False,Normal Thermal Pattern
9.4172,77.50932,337.26,307.6,29.659999999999968,3.45,1.4929040961781488,0.33,8,4,240,2,2,2.95,3.45,Transient,1,0.4589293900946715,False,Normal Thermal Pattern
9.42099,80.38881,338.89,297.22,41.66999999999996,6.43,2.005525858729668,0.66,8,4,240,24,9,9.203333333333331,24.67,Persistent,-1,0.6128100138414374,True,ML Anomaly
9.43409,80.37614,339.95,297.81,42.13999999999999,8.25,2.224623551524334,0.66,8,4,240,1,1,10.52,10.52,Transient,1,0.3674765262994886,False,Normal Thermal Pattern
9.43479,80.3815,337.41,297.81,39.60000000000002,8.0,2.19722457733622,0.66,8,4,240,1,1,10.52,10.52,Transient,1,0.3672521907244204,False,Normal Thermal Pattern
9.53326,78.18642,344.34,307.81,36.52999999999997,11.28,2.5079719227189963,0.66,8,4,240,2,1,9.595,11.28,Transient,1,0.39848082685007336,False,Normal Thermal Pattern
9.53541,78.18616,344.4,306.73,37.66999999999996,7.91,2.187174241482718,0.66,8,4,240,2,1,9.595,11.28,Transient,1,0.38246821920120444,False,Normal Thermal Pattern
9.55345,78.51564,341.09,308.43,32.65999999999997,54.45,4.015481713796376,0.66,8,4,240,1,1,54.45,54.45,Transient,-1,0.681675874226005,True,ML Anomaly
9.68469,78.36857,345.19,307.1,38.089999999999975,13.95,2.704711299836696,0.66,8,4,240,1,1,13.95,13.95,Transient,1,0.41054934843280155,False,Normal Thermal Pattern
9.71987,77.97552,346.61,304.06,42.55000000000001,8.76,2.278292400425001,0.66,8,4,240,1,1,8.76,8.76,Transient,1,0.38240750418993164,False,Normal Thermal Pattern
9.8426,78.13952,339.23,305.62,33.610000000000014,6.3,1.9878743481543453,0.66,8,4,240,1,1,6.3,6.3,Transient,1,0.3537094969911704,False,Normal Thermal Pattern
9.88012,78.4716,335.03,303.66,31.369999999999948,2.73,1.316408233655724,0.66,8,4,240,1,1,2.73,2.73,Transient,1,0.3612070892758693,False,Normal Thermal Pattern
10.03975,77.97247,338.0,304.45,33.55000000000001,5.07,1.803358605071407,0.66,8,4,240,1,1,5.07,5.07,Transient,1,0.34863837469274844,False,Normal Thermal Pattern
10.44864,79.65552,335.25,294.59,40.660000000000025,3.77,1.5623463049002495,0.66,8,4,240,1,1,3.77,3.77,Transient,1,0.3513109548030236,False,Normal Thermal Pattern
10.53153,78.34397,332.5,295.32,37.18000000000001,2.69,1.3056264580524355,0.66,8,4,240,2,1,3.665,4.64,Transient,1,0.35959037308235675,False,Normal Thermal Pattern
10.53212,78.34332,334.17,295.99,38.18000000000001,4.64,1.7298840655099674,0.66,8,4,240,2,1,3.665,4.64,Transient,1,0.3488376286598663,False,Normal Thermal Pattern
11.16639,78.01994,337.01,299.49,37.51999999999998,3.13,1.4182774069729414,0.66,8,4,240,1,1,3.13,3.13,Transient,1,0.35315462474962206,False,Normal Thermal Pattern
11.23093,78.85033,335.32,296.68,38.63999999999999,1.73,1.0043016091968684,0.66,8,4,240,1,1,1.73,1.73,Transient,1,0.38665289784323015,False,Normal Thermal Pattern
11.09134,76.9546,332.31,299.78,32.53000000000003,5.04,1.7984040119467235,0.66,8,4,240,1,1,5.04,5.04,Transient,1,0.35005022497471033,False,Normal Thermal Pattern
11.48213,79.03663,337.21,293.55,43.65999999999997,2.53,1.2612978709452054,0.66,8,4,240,2,1,2.185,2.53,Transient,1,0.3787348270181607,False,Normal Thermal Pattern
11.48553,79.03905,333.95,293.93,40.01999999999998,1.84,1.043804052173115,0.66,8,4,240,2,1,2.185,2.53,Transient,1,0.3889621898611716,False,Normal Thermal Pattern
12.41271,77.18036,340.01,289.55,50.45999999999998,6.76,2.048982334195127,0.66,8,4,240,1,1,6.76,6.76,Transient,1,0.37394710108603874,False,Normal Thermal Pattern
12.65077,79.52586,340.98,297.05,43.93000000000001,18.17,2.953346557057553,0.66,8,4,240,1,1,18.17,18.17,Transient,1,0.4458062138882422,False,Normal Thermal Pattern
13.32397,76.02139,332.09,294.29,37.79999999999996,6.95,2.0731719286662407,0.66,8,4,240,1,1,6.95,6.95,Transient,1,0.3602676317758555,False,Normal Thermal Pattern
8.03799,80.01488,333.74,295.98,37.75999999999999,4.84,1.7647307968401356,0.66,8,5,241,1,1,4.84,4.84,Transient,1,0.3462843759388058,False,Normal Thermal Pattern
8.60741,77.97129,337.16,294.04,43.120000000000005,5.38,1.8531680973566984,0.66,8,5,241,7,6,9.955714285714285,22.28,Recurring,1,0.5085118326890706,False,Normal Thermal Pattern
8.64931,80.38313,332.53,291.16,41.36999999999995,2.38,1.2178757094949273,0.66,8,5,241,2,2,2.575,2.77,Transient,1,0.3936244215190793,False,Normal Thermal Pattern
8.64932,77.84006,343.62,300.52,43.10000000000002,3.29,1.4562867329399256,0.66,8,5,241,1,1,3.29,3.29,Transient,1,0.36467139481970684,False,Normal Thermal Pattern
8.69619,80.35628,341.85,281.54,60.31,6.39,2.0001277349601105,0.66,8,5,241,3,2,5.05,6.39,Transient,1,0.4562452070261614,False,Normal Thermal Pattern
8.75016,78.08366,337.4,300.03,37.370000000000005,6.22,1.9768549529047348,0.66,8,5,241,1,1,6.22,6.22,Transient,1,0.34731233005992024,False,Normal Thermal Pattern
8.75985,77.6738,337.27,304.89,32.379999999999995,1.58,0.947789398933526,0.66,8,5,241,1,1,1.58,1.58,Transient,1,0.39816422178556676,False,Normal Thermal Pattern
8.84902,80.38763,329.71,295.76,33.94999999999999,3.26,1.449269160281279,0.66,8,5,241,2,2,5.95,8.64,Transient,1,0.3876127084430026,False,Normal Thermal Pattern
8.85074,80.42461,336.56,295.28,41.28000000000003,3.26,1.449269160281279,0.66,8,5,241,1,1,3.26,3.26,Transient,1,0.3555545246841382,False,Normal Thermal Pattern
8.8745,77.98587,338.37,303.04,35.329999999999984,5.31,1.8421356765531216,0.66,8,5,241,1,1,5.31,5.31,Transient,1,0.3450650760706887,False,Normal Thermal Pattern
8.91108,80.4406,346.56,289.26,57.30000000000001,9.58,2.3589654264301534,0.66,8,5,241,2,2,9.205,9.58,Transient,1,0.4426017761072155,False,Normal Thermal Pattern
8.91688,80.43262,328.96,286.75,42.20999999999998,2.84,1.3454723665996355,0.66,8,5,241,5,4,8.476,18.71,Recurring,1,0.4970019191465901,False,Normal Thermal Pattern
8.93593,80.3884,335.47,294.54,40.93000000000001,4.35,1.6770965609079151,0.66,8,5,241,2,1,5.015,5.68,Transient,1,0.35097299723276587,False,Normal Thermal Pattern
8.93651,80.39246,333.11,295.95,37.160000000000025,5.68,1.8991179875485544,0.66,8,5,241,2,1,5.015,5.68,Transient,1,0.3471676980914902,False,Normal Thermal Pattern
8.96052,77.90134,337.09,300.26,36.829999999999984,2.91,1.3635373739972745,0.66,8,5,241,1,1,2.91,2.91,Transient,1,0.3554237097438837,False,Normal Thermal Pattern
9.02114,80.17536,335.22,287.78,47.440000000000055,6.05,1.9530276168241771,0.66,8,5,241,2,2,6.37,6.69,Transient,1,0.3950645084517724,False,Normal Thermal Pattern
9.17868,80.46647,337.39,289.77,47.620000000000005,8.73,2.2752138961979136,0.66,8,5,241,2,1,8.73,8.73,Transient,1,0.384600481056625,False,Normal Thermal Pattern
9.17927,80.47058,336.15,291.03,45.120000000000005,8.73,2.2752138961979136,0.66,8,5,241,2,1,8.73,8.73,Transient,1,0.3771047130075195,False,Normal Thermal Pattern
9.24698,80.31161,332.78,285.66,47.11999999999995,4.14,1.6370530794670737,0.66,8,5,241,1,1,4.14,4.14,Transient,1,0.37484581420723184,False,Normal Thermal Pattern
9.39508,80.46182,332.28,279.8,52.47999999999996,3.77,1.5623463049002495,0.66,8,5,241,10,5,9.654,12.91,Recurring,-1,0.5597247216920849,True,ML Anomaly
9.41414,80.44216,334.1,276.82,57.28000000000003,5.16,1.8180767775454283,0.66,8,5,241,1,1,5.16,5.16,Transient,1,0.44932030873769646,False,Normal Thermal Pattern
9.42272,78.75917,331.63,290.73,40.89999999999998,3.76,1.5602476682433286,0.66,8,5,241,1,1,3.76,3.76,Transient,1,0.3576181695671284,False,Normal Thermal Pattern
9.43546,80.3385,336.38,279.62,56.75999999999999,6.99,2.0781907597781832,0.66,8,5,241,1,1,6.99,6.99,Transient,1,0.43850953955122207,False,Normal Thermal Pattern
9.49544,78.76971,340.22,281.45,58.77000000000004,4.96,1.7850704810772584,0.66,8,5,241,1,1,4.96,4.96,Transient,1,0.4170226499014904,False,Normal Thermal Pattern
9.6286,78.5695,330.03,290.39,39.63999999999999,1.55,0.9360933591703348,0.66,8,5,241,2,1,1.55,1.55,Transient,1,0.405446462343005,False,Normal Thermal Pattern
9.63193,78.56899,332.81,289.55,43.25999999999999,1.55,0.9360933591703348,0.66,8,5,241,2,1,1.55,1.55,Transient,1,0.40422307726220424,False,Normal Thermal Pattern
9.6353,80.29417,336.56,296.95,39.610000000000014,3.98,1.6054298910365616,0.66,8,5,241,1,1,3.98,3.98,Transient,1,0.3476942812467439,False,Normal Thermal Pattern
9.69329,77.82059,338.36,305.19,33.170000000000016,5.11,1.809926773183504,0.66,8,5,241,2,2,6.52,7.93,Transient,1,0.3753225576606539,False,Normal Thermal Pattern
9.76454,80.26393,334.94,295.08,39.860000000000014,1.66,0.9783261227936076,0.66,8,5,241,1,1,1.66,1.66,Transient,1,0.38818147456911467,False,Normal Thermal Pattern
9.8565,78.18187,331.13,302.4,28.730000000000015,2.82,1.3402504226184837,0.33,8,5,241,2,2,6.11,9.4,Transient,1,0.47482872135483795,False,Normal Thermal Pattern
9.96644,78.03188,340.46,301.39,39.06999999999999,3.67,1.541159071680806,0.66,8,5,241,1,1,3.67,3.67,Transient,1,0.3502795213937607,False,Normal Thermal Pattern
9.98556,78.31762,342.21,309.43,32.77999999999997,6.83,2.057962510002712,0.66,8,5,241,1,1,6.83,6.83,Transient,1,0.37249490416191017,False,Normal Thermal Pattern
10.40263,79.35952,336.63,304.48,32.14999999999998,3.41,1.483874689458755,0.66,8,5,241,1,1,3.41,3.41,Transient,1,0.35641741861531945,False,Normal Thermal Pattern
10.40814,79.51502,345.82,303.98,41.839999999999975,4.87,1.7698546338400052,0.66,8,5,241,1,1,4.87,4.87,Transient,1,0.36401759419271995,False,Normal Thermal Pattern
10.51079,79.66752,337.73,302.68,35.05000000000001,6.97,2.075684492802124,0.66,8,5,241,1,1,6.97,6.97,Transient,1,0.35375371468709677,False,Normal Thermal Pattern
10.52717,79.34861,335.93,305.39,30.54000000000002,2.96,1.3762440252663892,0.66,8,5,241,1,1,2.96,2.96,Transient,1,0.36594192446092066,False,Normal Thermal Pattern
10.85161,78.75615,340.1,307.17,32.93000000000001,8.61,2.262804222982201,0.66,8,5,241,1,1,8.61,8.61,Transient,1,0.3737869062617263,False,Normal Thermal Pattern
10.93597,78.47108,339.62,301.67,37.94999999999999,6.07,1.955860479908481,0.66,8,5,241,3,1,4.41,6.07,Transient,1,0.3630423049932694,False,Normal Thermal Pattern
10.93779,78.20586,337.13,302.71,34.420000000000016,4.0,1.6094379124341005,0.66,8,5,241,1,1,4.0,4.0,Transient,1,0.34933410871427745,False,Normal Thermal Pattern
10.95573,78.87653,347.12,305.99,41.13,9.96,2.394252281519869,0.66,8,5,241,1,1,9.96,9.96,Transient,1,0.39530187801415606,False,Normal Thermal Pattern
10.98005,79.4278,332.11,293.0,39.110000000000014,2.61,1.2837077723447896,0.66,8,5,241,1,1,2.61,2.61,Transient,1,0.3644373327582102,False,Normal Thermal Pattern
11.12129,78.68881,340.11,305.97,34.139999999999986,7.72,2.1656192379208883,0.66,8,5,241,1,1,7.72,7.72,Transient,1,0.361812003682269,False,Normal Thermal Pattern
11.38602,78.86941,337.84,306.96,30.879999999999995,3.92,1.5933085305042167,0.66,8,5,241,1,1,3.92,3.92,Transient,1,0.36100490251590805,False,Normal Thermal Pattern
11.45934,79.18013,331.81,304.5,27.31,1.85,1.0473189942805592,0.33,8,5,241,1,1,1.85,1.85,Transient,1,0.4652626518687057,False,Normal Thermal Pattern
11.63834,77.61632,332.91,301.31,31.600000000000023,3.44,1.4906543764441331,0.66,8,5,241,1,1,3.44,3.44,Transient,1,0.3547033993028818,False,Normal Thermal Pattern
12.03365,79.08008,335.61,304.57,31.04000000000002,6.0,1.9459101490553128,0.66,8,5,241,2,1,5.545,6.0,Transient,1,0.35902889774188806,False,Normal Thermal Pattern
12.03421,79.08394,335.8,305.53,30.27000000000004,5.09,1.8066480817218056,0.66,8,5,241,2,1,5.545,6.0,Transient,1,0.3622119466786876,False,Normal Thermal Pattern
12.15724,79.71613,336.86,304.83,32.03000000000003,5.78,1.913977101952304,0.66,8,5,241,1,1,5.78,5.78,Transient,1,0.35284349284321076,False,Normal Thermal Pattern
12.17833,79.73863,346.04,305.27,40.77000000000004,12.19,2.579458966729223,0.66,8,5,241,2,1,11.9,12.19,Transient,1,0.3967228087397374,False,Normal Thermal Pattern
12.17855,79.73819,345.4,305.64,39.75999999999999,11.61,2.534490149976828,0.66,8,5,241,2,1,11.9,12.19,Transient,1,0.39497286839243695,False,Normal Thermal Pattern
12.46093,79.10439,332.34,303.76,28.579999999999984,2.1,1.1314021114911006,0.33,8,5,241,1,1,2.1,2.1,Transient,1,0.4554279685688283,False,Normal Thermal Pattern
12.62554,77.69179,330.23,301.16,29.069999999999997,2.07,1.1216775615991057,0.33,8,5,241,1,1,2.07,2.07,Transient,1,0.4634394944648366,False,Normal Thermal Pattern
12.78404,79.31249,338.53,300.19,38.339999999999975,8.47,2.248128907197987,0.66,8,5,241,1,1,8.47,8.47,Transient,1,0.3578987101003172,False,Normal Thermal Pattern
12.81844,79.32784,330.65,298.71,31.94,2.38,1.2178757094949273,0.66,8,5,241,1,1,2.38,2.38,Transient,1,0.37454616889782977,False,Normal Thermal Pattern
12.8281,79.57608,338.2,302.42,35.77999999999997,9.18,2.3204250111223765,0.66,8,5,241,1,1,9.18,9.18,Transient,1,0.37104920914117917,False,Normal Thermal Pattern
13.38702,78.08879,333.31,301.85,31.45999999999998,1.87,1.0543120297715298,0.66,8,5,241,1,1,1.87,1.87,Transient,1,0.3861256290178586,False,Normal Thermal Pattern
10.93692,78.46759,317.71,290.06,27.649999999999977,2.94,1.3711807233098423,0.66,20,5,241,3,1,4.41,6.07,Transient,1,0.4714294493876025,False,Normal Thermal Pattern
10.94139,78.46842,329.14,289.92,39.21999999999997,4.22,1.6524974018945473,0.66,20,5,241,3,1,4.41,6.07,Transient,1,0.46611302820852263,False,Normal Thermal Pattern
11.58347,77.52039,316.58,287.12,29.45999999999998,1.7,0.9932517730102832,0.66,20,5,241,1,1,1.7,1.7,Transient,1,0.45437663536586526,False,Normal Thermal Pattern
8.67362,78.03297,305.07,283.77,21.30000000000001,1.52,0.924258901523332,0.66,20,5,241,1,1,1.52,1.52,Transient,1,0.46267251684229876,False,Normal Thermal Pattern
9.30188,77.40331,309.77,290.41,19.35999999999996,0.96,0.6729444732424258,0.66,20,5,241,1,1,0.96,0.96,Transient,1,0.4622494849059133,False,Normal Thermal Pattern
9.75441,77.52235,304.88,288.71,16.170000000000016,3.36,1.4724720573609429,0.66,20,5,241,3,1,4.496666666666666,6.77,Transient,1,0.5043199842700099,False,Normal Thermal Pattern
9.75514,77.5182,336.79,290.51,46.28000000000003,3.36,1.4724720573609429,0.66,20,5,241,3,1,4.496666666666666,6.77,Transient,1,0.47162184406238167,False,Normal Thermal Pattern
9.75646,77.51951,339.71,290.17,49.53999999999997,6.77,2.050270164379556,0.66,20,5,241,3,1,4.496666666666666,6.77,Transient,1,0.4870696349157657,False,Normal Thermal Pattern
10.07835,77.31503,295.94,281.68,14.259999999999993,0.23,0.2070141693843261,0.66,20,5,241,1,1,0.23,0.23,Transient,-1,0.5569178789048208,True,ML Anomaly
8.93206,77.96355,336.81,292.55,44.25999999999999,6.73,2.0451088625993306,0.66,7,6,242,1,1,6.73,6.73,Transient,1,0.3651404016254807,False,Normal Thermal Pattern
9.11486,77.77372,331.27,292.81,38.45999999999998,3.44,1.4906543764441331,0.66,7,6,242,1,1,3.44,3.44,Transient,1,0.3618834374938009,False,Normal Thermal Pattern
9.40275,80.4299,330.63,289.9,40.73000000000002,2.23,1.172482137234565,0.33,7,6,242,6,5,5.973333333333334,8.13,Recurring,-1,0.5662495999824201,True,ML Anomaly
